height,time,timestamp_ms,version_app,hash,proposer_address,proposer_moniker,tx_count,events_count,blobs_size,blobs_count,block_time_ms,square_size,fill_rate,fee_utia,gas_used,gas_limit,bytes_in_block,supply_change,inflation_rate,rewards,commissions
8795482,2025-12-04T00:01:06.54942Z,1764806466549,6,75DC971B1CDF73242E411FE1EEA6EC0374354A226A204779145A5386CF437D3A,E65D72B89CBEF9A6F419C9BDE6C975AA0BF21A97,Figment,2,246,1253,2,6113,4,0.0018,30355,173642,1588688,3518,5204836,0.0232420563,5105950.919999999760020257,886411.799404209101551904
8795483,2025-12-04T00:01:12.666168Z,1764806472666,6,833759B48E5EFBAF5D781FCFA6338D70225F40DF43DBC2974004B97CB26CBCD7,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,2,254,104707,32,6116,16,0.0553,4475,1065467,1118576,108589,5207322,0.0232420563,5132923.459999999758752549,891094.331236282020529349
8795484,2025-12-04T00:01:18.761238Z,1764806478761,6,BF162CC16091CA6A46F2FEB0B063D8B1AAC6B577B58B85C6B1F2B81C34460C32,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,2,245,634,2,6095,2,0.0007,640,106863,159592,1392,5188867,0.0232420563,5089475.159999999760794617,883551.547063955135274652
8795485,2025-12-04T00:01:24.884941Z,1764806484884,6,929B48700635F1C9CF52A39496EDAAB121201829387162F2E6F4E0C7CF2A37FF,8AC8EE7942D79BAC27B5B38CEDD2404C5E0D8BBD,Keplr,2,245,100384,32,6123,16,0.0531,4279,1016315,1069424,104266,5213243,0.0232420563,5109605.339999999759848503,887046.220114226175085564
8795486,2025-12-04T00:01:30.999581Z,1764806490999,6,436879487FE88E3DE400D0A71DEB97AD8170F3437AE0F2D504218F110F64C496,7385B68F9229AF7EFB8F8EB985EFF2979598A223,T DATA,3,249,458,1,6114,16,0.0201,2073,763555,955537,39533,5205527,0.0232420563,5105609.879999999760036287,886352.593609871225019403
8795487,2025-12-04T00:01:37.106538Z,1764806497106,6,9D2CCA77695A511D9082125203D1567944FABFFA2BB1F19C1D4F93BCD7EB46E5,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,3,245,100180,35,6106,16,0.0533,4604,1071144,1150620,104649,5198987,0.0232420563,5097038.799999999760439139,884864.622698149764808783
8795488,2025-12-04T00:01:43.216923Z,1764806503216,6,8E3B330AF6771E1FD37E2355C00F735C761EDAA3AAC2C0DBDBAB8B232BFDD124,7B3A6C6838B90C5663CB54E87B9535941A87D27B,Staking Facilities,3,241,100032,32,6110,16,0.0531,7372,1141461,1227342,104254,5201905,0.0232420563,5102378.819999999760188142,885791.669747997722353675
8795489,2025-12-04T00:01:49.332027Z,1764806509332,6,2675CEE7FBD99C8A45C9B9682323DD04CE93937E8CC574B86EEA48532CA7F064,E2DDC50DEB3F56AA58F29EB1EBB4631A684F7684,01node,3,244,11094,4,6115,8,0.0063,1303,253412,325263,12357,5205922,0.0232420563,5109028.119999999759875629,886946.012605993389804969
8795490,2025-12-04T00:01:55.448131Z,1764806515448,6,FFE51A3D2A89FAA34EE494D6A75BA638810B57E85C60FAB36D55AC9384792079,E641C7A2C964833E556AEF934FBF166B712874B6,Easy 2 Stake,4,242,118702,91,6116,32,0.0732,9027,1625841,1761363,143735,5206774,0.0232420563,5103915.459999999760115925,886058.436085704016615085
8795491,2025-12-04T00:02:01.554403Z,1764806521554,6,7467DCA52AEA8B5722744C5C072627CCAFFA80CD64DCE39301A65AE46A2ED2F3,C39CCA4A2300D48C042737BCCE5B1EC6984A42AE,Informal Systems,2,243,6733,4,6106,8,0.0039,874,165643,218336,7700,5198403,0.0232420563,5103281.399999999760145734,885948.360945081585245739
8795492,2025-12-04T00:02:07.670503Z,1764806527670,6,DF2BA11EC3C9CEDFA2E2E8D7BBADDA4E5CABD0CFE29F43B87DA8153E77C2FDF9,4C7157B0234D904CBD16D993E4DD8EA95A07030F,Enigma,3,245,105755,33,6116,16,0.0561,4811,1123032,1202468,110016,5206771,0.0232420563,5103492.099999999760135827,885984.939237560445747143
8795493,2025-12-04T00:02:13.780542Z,1764806533780,6,FCAF68559385518A7C550B3BB6B9155DFCCF524781C43716A18ADA98E324C6D6,9719FBE87CF5FCA701179A5A052B9B031DB5CB42,bitwise,5,244,779401,7,6110,64,0.3983,40894,6888422,10223014,781568,5201610,0.0232420563,5102292.5799999997601922,885776.698167820328287989
8795494,2025-12-04T00:02:19.908748Z,1764806539908,6,FA2440A086C757911F1EBADC486E6B3FB85B4476D7334D09E53B49A892C11382,F7C3A82AC89E0114B136B99352E94DA24E972436,DSRV,2,240,104192,32,6128,16,0.0551,4459,1061371,1114480,108074,5217077,0.0232420563,5152811.579999999757817807,894546.981783100601996787
8795495,2025-12-04T00:02:26.014179Z,1764806546014,6,E4B09182F882A429CEAA8BC42482051D7126FA5C819F6F15216F2E39C11D9EBB,16FDAFCC4EF8CD4820742D476E4031E47F0CDAE7,bitszn,3,245,300770,4,6105,32,0.1539,16073,2715178,4017822,302040,5197687,0.0232420563,5098103.079999999760389107,885049.385608066241574016
8795496,2025-12-04T00:02:32.114405Z,1764806552114,6,6CF6FDDDB5419AC5EDCC7A7DD822E287FF95DFBE27F99B6638085113B4F64F01,9F6E7F3058CCEFD736FA8D6F1C2FE73726230678,Nansen | Stake to Stack Points,4,241,526442,34,6100,64,0.2706,26410,4742402,6602172,531116,5193257,0.0232420563,5105143.39999999976005822,886271.610971638957118617
8795497,2025-12-04T00:02:38.235807Z,1764806558235,6,A39D4889A710FB5FD10CEBC8EA16964E5EA37C952AA556284ADF86267B403D0E,72C68DEC6CEBA2A90D4ACFC1097DD39EC7166A72,Alchemy,2,243,98337,31,6121,16,0.052,4227,1003271,1056436,102114,5211284,0.0232420563,5132940.119999999758751765,891097.223473361744382946
8795498,2025-12-04T00:02:44.351563Z,1764806564351,6,601FD1720E5B8AE6DA2B30F3BC337E6CE46B7364D5CFA52871F959357F07D1C8,C5F95CC6D11E428E581F4F48DC9E821B1D55DEF5,Coinbase,1,244,456,1,6115,2,0.0004,320,53460,79796,835,5206477,0.0232420563,5106489.919999999759994924,886505.37178031781446247
8795499,2025-12-04T00:02:50.463999Z,1764806570463,6,8912DE4770B5E39F2671D62671C2643F443995AA6BC46072C19A13E0C0BF29B7,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,4,243,119448,95,6112,32,0.0665,6089,1414642,1521572,130434,5203651,0.0232420563,5099891.579999999760305047,885359.875765154243504542
8795500,2025-12-04T00:02:56.575132Z,1764806576575,6,CE49399C1A20B6290160BE6D19D23FB215DD67FF6D1283734943BFA8B052D8F1,D1F244351AFAC81FCC7411B9EA622EAA4426D263,IYKYK,1,243,456,1,6111,2,0.0004,320,53460,79796,835,5202542,0.0232420563,5104458.379999999760090406,886152.688988184429255912
8795501,2025-12-04T00:03:02.687099Z,1764806582687,6,DEE679F667453D036647092F1EB4BAB09840B03FD29BE44C2FC022220E6CB0D0,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,3,249,103245,36,6111,16,0.0549,4705,1096400,1175896,107818,5203251,0.0232420563,5099499.579999999760323471,885291.82312798427047867
8795502,2025-12-04T00:03:08.806543Z,1764806588806,6,94216B7AC5968183393D0E4AD75537D00EE713243151EA50A1E0DF4FC9D55BFE,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,3,246,101487,31,6119,16,0.0538,6009,1087940,1376916,105591,5209617,0.0232420563,5110035.559999999759828276,887120.907883520220481456
8795503,2025-12-04T00:03:14.914985Z,1764806594914,6,F1A7D0FF584EBEC80F4E2A6B6B5E512DAE4DAC45492DD8CBFC076B2534D199BA,15D99F528B4D882FECEBE371E211F5BF465586DF,Please redelegate to other validator active,0,244,0,0,6108,1,0.0,0,0,0,0,5200251,0.0232420563,5102134.799999999760199627,885749.306981359414145071
8795504,2025-12-04T00:03:21.019132Z,1764806601019,6,2D043B85682C04A235B2EF11C2BCE5AD80280BC96F94CB50BB9F1D8D4DC6489B,E4CDFFF0D3D39E6B9E82C22A37A6FEADFEF1F58B,F5 Nodes,3,241,104452,35,6104,16,0.0555,4784,1116200,1195676,108921,5196595,0.0232420563,5092663.09999999976064479,884104.985135739940907529
8795505,2025-12-04T00:03:27.143346Z,1764806607143,6,D3A187BD290FEF49A24E2212FEDB723CBADA71600A554DFA3A770F2E7DEDE183,7E06B02FFA584A3ECE81B76A29E2B5C1D8BAAE95,StakeTown,0,244,0,0,6124,1,0.0,0,0,0,0,5213677,0.0232420563,5114091.779999999759637639,887825.082546636516366628
8795506,2025-12-04T00:03:33.250887Z,1764806613250,6,562DC975693546288E2777571285EBB473EC4984B9E027EA7994FB8FE84ECA70,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,3,245,151757,32,6107,32,0.0795,6349,1507419,1586792,155917,5199484,0.0232420563,5095494.319999999760511714,884596.495307700071086858
8795507,2025-12-04T00:03:39.361292Z,1764806619361,6,3DFE27E03C80602FF09E857ED6D16C71A0C07B26FB912309180CDC2920DDC165,C8B12D54B03D101D10773B37DA2E10614C4BDFAA,KYVE Public Good Funding,4,244,8904,7,6110,16,0.0169,2621,613132,989763,33090,5201922,0.0232420563,5104105.579999999760106989,886091.44161473145353263
8795508,2025-12-04T00:03:45.455768Z,1764806625455,6,4D794FBC4BF8C8EF970DBA306175B17A0B33B81076F1B91BB5B58E98A7DE44A0,1B6A1897DF19EC0D6F5B5EA5703BBA746F389ABE,deNodes,2,243,99487,31,6094,16,0.0526,4227,1003337,1056436,103264,5188361,0.0232420563,5087162.359999999760903327,883150.036504652294422023
8795509,2025-12-04T00:03:51.579343Z,1764806631579,6,9F09AF32A48806B277B5A5D97086F2A48AB732129C066142909351A0384262D3,A5466F26A7ACC48107E3AB82D29F983640C1B328,Hex Trust,1,245,18513,59,6123,16,0.0127,1432,330518,357964,24926,5213134,0.0232420563,5113013.779999999759688305,887637.937794419090545486
8795510,2025-12-04T00:03:57.70158Z,1764806637701,6,FA33EB8BEC38585A4242BC9CF98CFC57B54783EE8A302885B56E3D08E59FD66D,F9DD432A7504D99073856DC52E02665CD416B275,Goose,5,244,105033,37,6122,16,0.0562,5375,1210850,1342980,110260,5211995,0.0232420563,5109158.459999999759869504,886968.640107852405836071
8795511,2025-12-04T00:04:03.817349Z,1764806643817,6,E0759C362E4AC4F4FCCE2EB495DDF14075EF44CECBDA39668B01FCD0F06BB399,D2CBEA3FC56E7941C6C7E47C2187246C77535E93,TTT VN,1,241,98195,30,6115,16,0.0518,3874,941676,968448,101593,5206488,0.0232420563,5107625.739999999759941539,886702.554296517811304928
8795512,2025-12-04T00:04:09.937125Z,1764806649937,6,81795EEC65B5F1CBF3076D10FE21C466777FDB911922B6DF237EDD7D0FD153A2,3DEA7F647851564D6764306F108921BBFC29ADCE,senggigi,2,242,1647,5,6119,4,0.0014,697,121267,173980,2718,5209900,0.0232420563,5109498.519999999759853518,887027.675770597357436014
8795513,2025-12-04T00:04:16.052188Z,1764806656052,6,5076A0DA2392055C7994A5E35E213317211EC6C360EB3CC19E63148A4052A0FD,5BF16429EF39D58D9D428842DB7C582FB5844C88,Kiln,3,240,108113,32,6115,16,0.0572,4714,1140786,1178225,112288,5205888,0.0232420563,5102453.29999999976018465,885804.599749060017228595
8795514,2025-12-04T00:04:22.150119Z,1764806662150,6,89A36D5435D9FB82B3F25C850BF247988456BF9A0A6A8D07F2300CC2DBDD5516,A6AE5A4868BE44FF6BBA721467406E75F641C698,Anchorage Digital,1,242,952,2,6097,2,0.0007,355,62342,88688,1436,5191302,0.0232420563,5092095.679999999760671458,884006.478943436404952583
8795515,2025-12-04T00:04:28.280386Z,1764806668280,6,8282457C77680214FCD03D1ADED235D5C09384A7B86032BE4C8366D6C59D9CDC,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,3,241,101133,33,6130,16,0.0537,4664,1086168,1165604,105394,5218831,0.0232420563,5114802.279999999759604241,887948.427951507092476015
8795516,2025-12-04T00:04:34.401146Z,1764806674401,6,A94516FEDAA8BE7B8E6F8476AD4311BCE39C9607DDFA8C2920FA2DE448D95D7D,63A624445A71A5E18730854CE5BE1D9C93DCAD6E,Stakin by The Tie,7,246,2800,7,6120,4,0.0028,2240,374205,558572,5453,5210737,0.0232420563,5111092.979999999759778579,887304.479872286222718734
8795517,2025-12-04T00:04:40.500645Z,1764806680500,6,7D970D8767980DD7B7F9FCE0E49029E7DDE7F8A630233D4BFCF18403E50417E1,A460F7A9868E3C318FBE8F429665A2E81AE44731,Kraken,1,243,99391,30,6099,16,0.0524,3940,958060,984832,102789,5192637,0.0232420563,5090979.459999999760723917,883812.699059094906761415
8795518,2025-12-04T00:04:46.625057Z,1764806686625,6,CC3408772C9FED27091BDD4A2A1FA4D4626B6358D254C2C2927C1BC33587C72B,29C11CDC71E64AA29473EE85E4B7106B4F664A1D,Kairos Research X Firstset,3,241,4348,9,6124,8,0.0031,1140,205488,284548,6111,5213847,0.0232420563,5113431.259999999759668683,887710.413853005111818042
8795519,2025-12-04T00:04:52.736878Z,1764806692736,6,AF834846C4891943EAEDF56EFFCC51512BE48FCF89E2E4FC494FCFC9E348D893,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,3,252,117700,91,6111,32,0.0653,20378,1454739,2344196,128057,5203128,0.0232420563,5100182.63999999976029136,885410.404848252948476248
8795520,2025-12-04T00:04:58.850078Z,1764806698850,6,4779120630EC2ECF7A978609C98DBC38902119F42BC448C9364EAC16E59FAECF,E65D72B89CBEF9A6F419C9BDE6C975AA0BF21A97,Figment,4,245,101381,35,6113,16,0.0553,4997,1206771,1298193,108588,5204301,0.0232420563,5120185.419999999759351235,888882.960791443747053753
8795521,2025-12-04T00:05:04.964361Z,1764806704964,6,0FF102C15EFC683231924208AD356AD5B77A01B9D41DA8C2138D3EF11564FF5B,D83849519A5CB73E4A9E3BCDF044C6EE8A32156B,Finoa Consensus Services,0,245,0,0,6114,1,0.0,0,0,0,0,5205224,0.0232420563,5106016.579999999760017172,886423.198220935072033736
8795522,2025-12-04T00:05:11.068047Z,1764806711068,6,72FDCB71B59BC495F6E05E425FFCE610419BA61B206E255B18EE75FCA24BD4B9,5047F9F1E0CFBE4BCB45BBEA0D1AE70B8243412D,Cumulo,3,242,104437,35,6103,16,0.0555,4784,1116210,1195676,108907,5196202,0.0232420563,5092277.959999999760662885,884038.123419720442409616
8795523,2025-12-04T00:05:17.194974Z,1764806717194,6,37EBE2154D1C48DA838A8858C06B3029AE32167C73DCBC46E3DEB04FC127EAAB,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,3,246,5698,2,6126,8,0.0047,1148,271109,335793,9189,5215988,0.0232420563,5116356.559999999759531189,888218.256657886035523578
8795524,2025-12-04T00:05:23.304378Z,1764806723304,6,29D430E3F39FC085758631EBF0F0FF07BBD9FD73761F6D776A5B97412C53D10F,EBBC23A35E43E6A2460BDE3BCD024D964697FFFA,Upnode,3,244,101320,33,6109,16,0.0538,4632,1077976,1157412,105581,5201070,0.0232420563,5098173.639999999760385783,885061.635082756836718673
8795525,2025-12-04T00:05:29.416292Z,1764806729416,6,4C2CE3883C26332E92154AFE2B307A81430C3A7228BC4692820100AE924B75BF,1E7BA20AACF7EF2CDEA41CDFF8DCEDFBCF12F363,ZKV,1,247,98612,30,6111,16,0.052,3891,945772,972544,102010,5203206,0.0232420563,5103681.239999999760126934,886017.774634994957732128
8795526,2025-12-04T00:05:35.51274Z,1764806735512,6,6B314F5A805A4395CC3A77A6A117711C3C9206850757FE6B7680DD971303BBE0,CFB7445F2A7D7B68357BDA2358226ED26285E829,Swiss Staking,4,248,4250,8,6096,8,0.0032,1340,254592,334781,6192,5190040,0.0232420563,5090052.379999999760767488,883651.75457218792055524
8795527,2025-12-04T00:05:41.62303Z,1764806741623,6,32577EF5A389D9B5DD3F838E7A46103FC6DEE0F8294543EBAC272223D8F56E8E,EB36A1CB288DBAA97182BCB92414DFB654CEBC8E,VALIDEXIS,3,243,108781,31,6110,16,0.0575,5199,1207693,1299290,112909,5201824,0.0232420563,5099100.71999999976034222,885222.579569663822924856
8795528,2025-12-04T00:05:47.754524Z,1764806747754,6,CE3B79A9B89AE03985EE9E402602A23975345AB7684D567B6B630378B881FFCB,4C34EB077B1988668114B9AFD7EB7507B6ED90B7,node101,3,249,5676,7,6131,8,0.0037,1167,212320,291340,7231,5219875,0.0232420563,5120572.51999999975933304,888950.162770649095416795
8795529,2025-12-04T00:05:53.860359Z,1764806753860,6,3B2D8875C48B36F0AD283B7572223F1CB200326FBD51142206EB3BAFC0B76851,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,2,246,117122,90,6105,32,0.0647,5343,1281078,1335304,127037,5198031,0.0232420563,5095214.039999999760524893,884547.837672123540373368
8795530,2025-12-04T00:05:59.968688Z,1764806759968,6,5F18B501B6FF18738CA621D116F85D7A88923DC31DFA51CDD888577553D3B5CE,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,3,246,1071,3,6108,4,0.0024,987,230872,295530,4667,5200155,0.0232420563,5101388.039999999760234715,885619.666707550615530792
8795531,2025-12-04T00:06:06.081599Z,1764806766081,6,373C4286ACF8D0F04289CF0AEEA5350E9E6A143DDF5958CE99E9DC67BD3FD2FB,70C6BD00EE64DB5D60F5ACC8B4629CD610346889,Cosmostation,3,241,104706,30,6112,16,0.0567,5485,1282434,1370951,111301,5204055,0.0232420563,5100941.159999999760255715,885542.086701176846281309
8795532,2025-12-04T00:06:12.183771Z,1764806772183,6,4E8EF922F4D6C1B2656222243A22F2F22F829FAF11030AF532C1198B2555FA79,BB511598F58BB31A5E62A18DE17605392EB1F103,Everstake,3,244,5989,9,6102,8,0.004,1205,221882,300932,7753,5194913,0.0232420563,5096390.039999999760469621,884751.995583633459450971
8795533,2025-12-04T00:06:18.30892Z,1764806778308,6,96615762A9C4F463A8F1D76041E7582DD2FBDAE73CCA4336A661477B9B826D95,7AC747FB53177056D810D66D354AF2A713E965C4,Allnodes,1,245,98055,30,6125,16,0.0517,3891,945772,972544,101453,5214474,0.0232420563,5111365.419999999759765775,887351.776455119353971712
8795534,2025-12-04T00:06:24.422577Z,1764806784422,6,7B15A9B73AA298317E331C9FDE0056EC2F90602A74959AB9737566AA5B10414A,9E17DBBEF729D51D2FAB77482343783572CA2A7D, Lavender.Five Nodes 🐝,6,245,107000,40,6113,16,0.0589,8446,1561732,1724547,115510,5204691,0.0232420563,5104410.359999999760092671,886144.352540131107560242
8795535,2025-12-04T00:06:30.540688Z,1764806790540,6,21767D24CD5BDA4B95AD473A6E4630F255B037AB8B774B9C07A0BABF5943A139,9719FBE87CF5FCA701179A5A052B9B031DB5CB42,bitwise,0,241,0,0,6118,1,0.0,0,0,0,0,5208482,0.0232420563,5112589.439999999759708251,887564.270814682594744987
8795536,2025-12-04T00:06:36.644195Z,1764806796644,6,6315AB5FF0F8C9390D5300FA4A69A0F9689A20AF6229BD7933D13FB357B5D59F,38FBC528B8821A2E1D9242A4E2E26F1D4523C76E,ContributionDAO,4,248,99525,36,6103,16,0.0532,4891,1116398,1222224,104374,5196050,0.0232420563,5092128.999999999760669937,884012.263417595852659794
8795537,2025-12-04T00:06:42.749167Z,1764806802749,6,BB5CDA90C999D2C5116EB8349EDCA3FF733546D0EF6961161BC89D6AB8BB7EF3,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,1,246,1546,1,6104,4,0.001,369,65748,92084,1925,5197297,0.0232420563,5098144.239999999745092735,885056.550084152929406024
8795538,2025-12-04T00:06:48.877096Z,1764806808877,6,2F9DEF1FA5956AA6AFF30F66174BB3363D603A3B89481B2705029C1AF7C8F7EB,CBFB913FC967932260667909727676760FA8FA24,Binary Builders,4,246,98981,36,6127,16,0.0542,4902,1182826,1274263,106291,5216840,0.0232420563,5112864.819999999744356713,887612.096796192952018163
8795539,2025-12-04T00:06:54.976724Z,1764806814976,6,B0485B11920CBB8A7576ED134326F2CAB671A3C8FEF973CA5055AB40629E684B,5407CC051ED1F7F5BE8ECC856B061121BB170D79,Stakecito,4,245,26156,63,6099,16,0.0173,3033,568111,653722,33858,5192747,0.0232420563,5093696.019999999745315149,884284.322767333166232039
8795540,2025-12-04T00:07:01.088285Z,1764806821088,6,8014E4081A1AE842C96C33E69E9881B5ADA5AA5AE7F5C93BA81F21B3B7CC7D35,8AC8EE7942D79BAC27B5B38CEDD2404C5E0D8BBD,Keplr,3,244,103715,33,6111,16,0.055,4730,1102552,1181988,107976,5202907,0.0232420563,5101821.199999999744908895,885694.883834474090769505
8795541,2025-12-04T00:07:07.191195Z,1764806827191,6,00412453F56694B0C10F4E6639C0C748D6C03EACC8346E26F52774FD24F5058D,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,3,244,99132,31,6102,16,0.0526,19309,1187664,2076916,103247,5195541,0.0232420563,5096265.579999999745186669,884730.407813533082302141
8795542,2025-12-04T00:07:13.324704Z,1764806833324,6,82978F46D7BA04FC11C8DB6D2C49958F0011F00C516E8F6EFD328FF43927ECCF,5C23A5808A2DA15D3AE1B244596A411B291A7E21,CosmoWiz,4,245,1954,6,6133,4,0.0032,1597,363862,448149,6206,5221591,0.0232420563,5136081.9999999997431959,891642.684450472971704228
8795543,2025-12-04T00:07:19.440871Z,1764806839440,6,05D1526A04DDF8A9F8C196AA814E48A0FFFD1C2C66D1942E7302C09899EECF0B,126403A2CAA36DBDE0FB64A7AE72ED82979366F7,alphab.ai,1,242,97297,30,6116,16,0.0513,3874,941676,968448,100695,5206827,0.0232420563,5104255.519999999744787176,886117.490720347695467492
8795544,2025-12-04T00:07:25.541223Z,1764806845541,6,01F1812AB9783AA75EDEA846E223500E646F192697998934C08D49039C4F9DA3,07E5EAFEE033B9897E4136DDF30D9715E6AC63AE,B-Harvest,4,243,5039,7,6100,8,0.0035,1356,258036,338264,6879,5193363,0.0232420563,5093292.259999999745335338,884214.228549547367063121
8795545,2025-12-04T00:07:31.657459Z,1764806851657,6,23552D9DCB76BA2DB5020DAE68D11B4FB12F8F0A4F1A471D09232E7451B336E7,8766571EB49751E71703895E9CD3C514968D8D7D,mammoth.guru,2,236,399847,31,6116,32,0.2057,19466,3564602,4866342,403642,5206887,0.0232420563,5104078.139999999744796045,886086.696901368982725808
8795546,2025-12-04T00:07:37.76942Z,1764806857769,6,50CABC520B6D59D050DAF25583AFD20141558726B0E07AA14D7C37E5F63B6B33,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,6,242,465755,8,6111,32,0.2392,26425,4333067,6402980,469508,5203247,0.0232420563,5118258.739999999744087014,888548.50110370032732322
8795547,2025-12-04T00:07:43.891654Z,1764806863891,6,B1D674C7864150DFB6494D9410C522739ACD533D0BF53B97577FBA863CFBC49D,7B3A6C6838B90C5663CB54E87B9535941A87D27B,Staking Facilities,1,243,97005,30,6122,16,0.0512,3825,929388,956160,100403,5211992,0.0232420563,5133648.65999999974331752,891220.247696195934479939
8795548,2025-12-04T00:07:49.993515Z,1764806869993,6,47344D716CD4E9126F6FCC4F5A2D8965B28C77BC1FC96120E2885E8260391248,8352ECF62EFCF7DBACDE852E6D9FC1A1583C14D3,XPRV,5,244,121522,93,6101,32,0.0676,6449,1478392,1611556,132575,5194648,0.0232420563,5094503.539999999745274773,884424.511202904764569852
8795549,2025-12-04T00:07:56.103664Z,1764806876103,6,264A3907FF9E9550BDE9F55394E0D9BE854FF80FE64E28DD65D3E8A76530CEAC,3267A9ABDFA8C74963C059B6B3EF9BC68A074CAE,CUCK.,3,242,222,1,6110,8,0.013,4509,634056,1011819,25549,5201703,0.0232420563,5103988.959999999744800504,886071.214926081342618122
8795550,2025-12-04T00:08:02.215243Z,1764806882215,6,62F4D1D8C22761A147B75F153F38B9382714EA5B460ABC99359949A78CC2C6EE,65AFA0603AAD6F854F8EC3BF8F1030E6D0568486,Validatus,4,245,105072,37,6111,16,0.0561,5124,1174488,1280268,110025,5202922,0.0232420563,5103282.379999999744835837,885948.550044956194072522
