height,time,timestamp_ms,version_app,hash,proposer_address,proposer_moniker,tx_count,events_count,blobs_size,blobs_count,block_time_ms,square_size,fill_rate,fee_utia,gas_used,gas_limit,bytes_in_block,supply_change,inflation_rate,rewards,commissions
9814767,2026-02-14T00:02:36.598378Z,1771027356598,6,945662310D91B7754D319FC872BA0AFDAB278113B421A0B2473CF4A2D6B436E4,2F7DE8DA14567B86B026F045DACA45F5574E7E40,Nocturnal Labs,10,239,136120,73,833,32,0.0749,156474,1928068,2968100,146982,709290,0.0232420563,1003432.779999999950831741,178060.317541523387162629
9814768,2026-02-14T00:02:47.910733Z,1771027367910,6,948F0309DF20DEE8E60B856570E32F4F1D2C5ED3DAFA281593CE4188E66C1B02,72C68DEC6CEBA2A90D4ACFC1097DD39EC7166A72,Alchemy,9,247,103661,252,11312,32,0.0792,59449,2123335,2793891,155400,9630457,0.0232420563,9591192.37999999953003152,1701968.278118878520737663
9814769,2026-02-14T00:02:53.983574Z,1771027373983,6,030910E5106027D2FE39898102099EE56B9ACC9780E0F06E5824BFF23A451027,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,7,247,97087,31,6072,16,0.0529,102942,1912173,2912720,103831,5169943,0.0232420563,5124804.159999999748884548,909402.477431243602853377
9814770,2026-02-14T00:03:00.04123Z,1771027380041,6,7D8B4A604ACE947386222DFD0945FBE9A3E8B39AE7F90C7F075095BDBCE24D85,A5466F26A7ACC48107E3AB82D29F983640C1B328,Hex Trust,8,243,121310,109,6057,32,0.0689,46161,1730145,2389649,135201,5157015,0.0232420563,5154757.859999999747416819,914717.796443986568139055
9814771,2026-02-14T00:03:06.124459Z,1771027386124,6,3C1E72F8E13A3B5CCCE7AFA9CB6E207C742C10A6BB4B5F7B563ADE9FFACF6E7D,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,10,249,95129,217,6083,32,0.0617,132475,1777358,2993217,120986,5178786,0.0232420563,5120448.059999999749097993,908629.482403871036823769
9814772,2026-02-14T00:03:12.202699Z,1771027392202,6,831A46956314A9C8AB4F98EC6B79487F2E9A55EE78FFEFB8E81E554B01692C3C,0B7919979186EDD15EDCD43D2932FE5DDCB91181,iqlusion,9,240,111735,38,6078,32,0.0604,120522,1561002,2136346,118617,5174540,0.0232420563,5200874.699999999745157095,922901.28350767570474673
9814773,2026-02-14T00:03:18.281298Z,1771027398281,6,0F1CB34DF79C416FC088FDE15AB23FA7CDD46FEEFCFC54DDE065585193A9A7B1,3F89E45659C9643CA8321EC8A5094553C50B6C4C,Stakely.io,6,244,23801,77,6078,16,0.0172,82195,742067,1302870,33802,5174845,0.0232420563,5189459.659999999745716428,920875.671341458460851825
9814774,2026-02-14T00:03:24.365236Z,1771027404365,6,F5249BFB9282E402BABB3B2EFA3F3EC458BBCBE74FF8FFE0A3C536B737E65F58,9719FBE87CF5FCA701179A5A052B9B031DB5CB42,bitwise,6,241,116494,49,6083,32,0.0629,30769,1399771,1691577,123388,5179390,0.0232420563,5156353.29999999974733864,915000.909133426959026837
9814775,2026-02-14T00:03:30.441443Z,1771027410441,6,279C642DC2BDC17ECB0FA3719AEF413DC95B2F82BB8918E3AEEAC081ECFF5B82,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,10,238,86481,221,6076,32,0.0691,110054,2009712,2893123,135625,5172809,0.0232420563,5099506.43999999975012414,904913.367501750820066379
9814776,2026-02-14T00:03:36.511435Z,1771027416511,6,ED5ACD925952502DD14DD90E66B4366002A5445DAACA35AEA84C209C87334841,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,8,244,97232,32,6069,16,0.0526,108666,1480126,2309488,103177,5167517,0.0232420563,5172019.579999999746570994,917780.908797673942277508
9814777,2026-02-14T00:03:42.589368Z,1771027422589,6,9D178AA19371C475B8ECAB439919B24ECC19FFD3FAF966F0CE228CC87FCB1D95,F7C3A82AC89E0114B136B99352E94DA24E972436,DSRV,5,244,45081,21,6077,16,0.0249,29297,709739,1148998,48865,5174278,0.0232420563,5177285.119999999746312981,918715.285014113266749289
9814778,2026-02-14T00:03:48.664181Z,1771027428664,6,712CD966D3CF1899983D6540FB68EEC0125A31D291E730FA55FE0F880F112C79,C39CCA4A2300D48C042737BCCE5B1EC6984A42AE,Informal Systems,7,247,222895,379,6074,32,0.1347,12520,2969921,3129201,264371,5171622,0.0232420563,5096900.619999999750251825,904450.961702474407676565
9814779,2026-02-14T00:03:54.738412Z,1771027434738,6,DEA5FC1E83080D3502D54D8362B4626487B3404979CAAB1575BB0545354C57C2,3DEA7F647851564D6764306F108921BBFC29ADCE,senggigi,12,248,130576,50,6074,32,0.0712,281021,1963638,3354504,139718,5171127,0.0232420563,5079974.059999999746001241,901447.321995724241184555
9814780,2026-02-14T00:04:00.827048Z,1771027440827,6,EFF85F7352F08A213A3D0723EBDBCF41FC3E182AE288D4218B693D8212CD30D9,BE56555BBA598DA40F2A920E5596FD62B61EB9A1,KYVE Public Good Funding,7,246,12991,41,6088,8,0.0099,274001,603817,918801,19472,5183389,0.0232420563,5355121.799999999732243865,950272.609378427099833631
9814781,2026-02-14T00:04:06.901088Z,1771027446901,6,63A28832642ECAFC508EF9C871616BD53DA059F058E134916D0357CF58A1A713,CBFB913FC967932260667909727676760FA8FA24,Binary Builders,4,246,110073,44,6074,16,0.059,5225,1220731,1305733,115825,5170964,0.0232420563,5336065.699999999733196674,946891.082207266166639335
9814782,2026-02-14T00:04:12.967754Z,1771027452967,6,2CFD6423B363F40F9D670F2C11127B1D44CF579175F66F7FCF60D5BD912E862F,1AFFA64C79E1B6A4DE41679B97CB1377C5273B74,Cosmic Validator,8,250,78071,177,6066,16,0.0517,195277,1477927,1967516,101482,5164686,0.0232420563,5066512.779999999746674315,899058.602159104720569648
9814783,2026-02-14T00:04:19.050922Z,1771027459050,6,79741E8A4D99490610DA4C6FE41BD4A7FE2F512B26D007AACF18C0F77B4647F5,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,9,238,130191,122,6083,32,0.0743,184764,1980463,2672117,145780,5178734,0.0232420563,5266530.779999999736673415,934552.029550925058186346
9814784,2026-02-14T00:04:25.118853Z,1771027465118,6,5473ECF844D6B3D054F867602F23FFC582F4887D092648FE3D77960C3525FDB3,B2C31D64BF2F963243BC624F375A53136A221F6A,Colossus,6,241,13316,14,6067,8,0.0085,51701,478969,924573,16639,5165763,0.0232420563,5243516.459999999737824125,930468.111624077881270172
9814785,2026-02-14T00:04:31.207449Z,1771027471207,6,50B26D760C948C8EA33D21F9EF52CE27B445529462908DA9F888FCF07F1CD5D2,7385B68F9229AF7EFB8F8EB985EFF2979598A223,T DATA,10,245,210889,270,6088,32,0.1246,68914,2891839,3406516,244513,5183355,0.0232420563,5130354.879999999743482213,910387.457266601711721233
9814786,2026-02-14T00:04:37.276015Z,1771027477276,6,DA133AAA2594F483C46905520C60508D682F160F28321784DDAF57C9120FBE56,A460F7A9868E3C318FBE8F429665A2E81AE44731,Kraken,6,243,113552,48,6068,32,0.0613,141079,1378865,1508885,120350,5166303,0.0232420563,5130512.65999999974347432,910415.455511629066323671
9814787,2026-02-14T00:04:43.362712Z,1771027483362,6,B98D7AE21698BF02AA718D378ED9DA83E1FE6631A6A4AF8BCB03A73501AFF812,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,5,245,12141,1,6086,8,0.0071,54089,432644,1272052,13955,5181738,0.0232420563,5216360.65999999973918192,925649.283240798402801978
9814788,2026-02-14T00:04:49.44233Z,1771027489442,6,5B5E53055DE6BF64FF591927D26D22FF7EAD3E33E9585346F50760056C5DAF51,A6AE5A4868BE44FF6BBA721467406E75F641C698,Anchorage Digital,14,247,1156655,199,6079,64,0.602,86289,10982616,15570380,1181437,5175712,0.0232420563,5125204.979999999743739708,909473.601504994578579757
9814789,2026-02-14T00:04:55.526287Z,1771027495526,6,9E4FD634171EF7C4EF4DABEA95B2429BA0D18EAA6C8B6903BA4AAAF8DB4C67D2,E65D72B89CBEF9A6F419C9BDE6C975AA0BF21A97,Figment,8,240,65437,175,6083,16,0.0452,239552,1411268,2188544,88786,5179406,0.0232420563,5160381.0999999997419809,915715.645026807411497023
9814790,2026-02-14T00:05:01.610846Z,1771027501610,6,17AE639F1A63DD970B27C63FBA608197FD051CEB5CE041D6A0D386FABA3B34DF,8AC8EE7942D79BAC27B5B38CEDD2404C5E0D8BBD,Keplr,9,250,127294,88,6084,32,0.0709,57150,1761094,2286813,139145,5179919,0.0232420563,5311081.579999999734445865,942457.620972934624810813
9814791,2026-02-14T00:05:07.695019Z,1771027507695,6,A445C0E1017C42EC014B5CE8445C87004D2A8E65DD80EB6408E31D9594BB1A6C,4C34EB077B1988668114B9AFD7EB7507B6ED90B7,node101,3,248,16867,2,6084,8,0.0092,26153,327384,537893,18096,5179590,0.0232420563,5132005.199999999743399703,910680.30847545925923984
9814792,2026-02-14T00:05:13.782604Z,1771027513782,6,692F30F57137DA541230E978F0CB9F41C58C08251C33ABD4A55E30A5257A55EC,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,11,250,193032,235,6087,32,0.1257,201241,2985958,3705204,246695,5182494,0.0232420563,5104474.059999999744776241,905794.875571400421686355
9814793,2026-02-14T00:05:19.862767Z,1771027519862,6,7F73FC1A7335DF4756DB9A7D6F871D7106D9A3B6BDCAE212A480688820654666,8766571EB49751E71703895E9CD3C514968D8D7D,mammoth.guru,8,235,36006,96,6080,16,0.0248,181581,1107381,1776534,48609,5176176,0.0232420563,5269868.65999999973650652,935144.340250075181017904
9814794,2026-02-14T00:05:25.962636Z,1771027525962,6,49FF46CEF4087B9D97AA3FBD2084CC344F952416B271C1B590AABCF9690A8F93,A5466F26A7ACC48107E3AB82D29F983640C1B328,Hex Trust,7,245,107572,38,6099,16,0.0579,55411,1379812,1851957,113669,5192953,0.0232420563,5267043.319999999736647787,934642.980371728203882435
9814795,2026-02-14T00:05:32.040677Z,1771027532040,6,6114F1A426E311E9181F86782BF9C13B297E23327A7C907A136C3464C51C6FC3,D1F244351AFAC81FCC7411B9EA622EAA4426D263,IYKYK,9,246,111397,74,6078,32,0.0634,115884,1694420,2279460,124370,5174369,0.0232420563,5125184.39999999974374074,909469.949559991010588145
9814796,2026-02-14T00:05:38.112766Z,1771027538112,6,5A00D60C68F55C30B01ADC9C4191F148B94C3721921714ACCFF390906CF02387,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,10,243,88192,184,6072,32,0.0563,130661,1649296,2564437,110559,5169303,0.0232420563,5179483.259999999741025788,919105.314829917953022337
9814797,2026-02-14T00:05:44.19335Z,1771027544193,6,8CD9EFF856BAC07E5F72294BFB99DCBCA7B0855FFD5B9FC378B153F072580187,5407CC051ED1F7F5BE8ECC856B061121BB170D79,Stakecito,6,246,107290,31,6080,16,0.0573,104460,1351250,2064695,112528,5176535,0.0232420563,5201052.079999999739947341,922932.726967670442050262
9814798,2026-02-14T00:05:50.279602Z,1771027550279,6,A6FA2389C1366ED8C31F54A724A13A6B0807DC292531B86739AC1BB8205317C9,70C6BD00EE64DB5D60F5ACC8B4629CD610346889,Cosmostation,9,241,78083,166,6086,32,0.0512,31559,1569161,1937560,100435,5181360,0.0232420563,5180103.599999999740994776,919215.394882768937871926
9814799,2026-02-14T00:05:56.348913Z,1771027556348,6,063466B403E22A09A973114E18DB4312877CDA5A6FCBA65E4B739B235642A5A2,7F14E364BCF4733DE4D41663DA7B53FBD50F2BF4,CroutonDigital,5,251,170850,227,6069,32,0.0999,58141,2122209,2534673,196105,5166938,0.0232420563,5094527.059999999745273598,904029.738555586394394891
9814800,2026-02-14T00:06:02.439159Z,1771027562439,6,1449EDB452B96CC0B5BCE9DBA5F925F05DF930DEC0A748E2AB62EBE1FA8C3908,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,10,249,10678,9,6090,8,0.0075,131872,702703,1667365,14800,5184760,0.0232420563,5138042.979999999743097806,911751.689056052636513857
9814801,2026-02-14T00:06:08.503712Z,1771027568503,6,7F3E58567BF742AD58ECFE171426119AD8FD3AEFD978D1E767BAAC0088354FE9,5BF16429EF39D58D9D428842DB7C582FB5844C88,Kiln,6,244,124131,113,6064,32,0.0714,8364,1680535,2014696,140128,5162888,0.0232420563,5188864.799999999740556715,920770.079989384742856696
9814802,2026-02-14T00:06:14.576241Z,1771027574576,6,E11D0BB47520570A8CFE59A94A6F76C65561E13002CC892E92A4F674A475D5A3,5047F9F1E0CFBE4BCB45BBEA0D1AE70B8243412D,Cumulo,8,247,120678,41,6072,32,0.0649,80883,1557634,2219985,127437,5169677,0.0232420563,5074480.179999999746275943,900472.396436913809745191
9814803,2026-02-14T00:06:20.651148Z,1771027580651,6,971876C6FEB82FAD7EC93A525C20C9810BE9EA8D0187BC0329C919CC9FFF740D,D859270B7E88BAADF0E7F42602E7659882EA6F39,BlackNodes,5,245,83591,223,6074,32,0.0552,30562,1382088,1640037,108358,5171701,0.0232420563,5147532.319999999742623338,913435.583450612014552726
9814804,2026-02-14T00:06:26.732604Z,1771027586732,6,410BAB5962AF807F7683938746FE83C8CB1572D1C37082FA41AD4A93554EEC3C,4C7157B0234D904CBD16D993E4DD8EA95A07030F,Enigma,6,244,111570,40,6081,16,0.0599,30547,1344466,1636125,117528,5177277,0.0232420563,5103682.219999999744815841,905654.332321358748999777
9814805,2026-02-14T00:06:32.815177Z,1771027592815,6,D4CB4DCA5661F2C8C8BDB056B661F7AA3EE106BB117C9F43F84BBDB931F5F212,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,9,245,13,1,6082,4,0.0016,210238,612023,1819365,3194,5178228,0.0232420563,5104599.499999999744769994,905817.104721782954085435
9814806,2026-02-14T00:06:38.901839Z,1771027598901,6,BD61DD351221DF91F6D0CC85375B4449FC715229EE25A58BF5AE12E702E5CC60,AF1333337F449C2D70BA70D1A70A9591E27A4DB7,StakeUs,10,248,229769,331,6086,32,0.1362,62658,3108911,3563649,267225,5181709,0.0232420563,5284108.059999999735794548,937671.106997960832236389
9814807,2026-02-14T00:06:44.983723Z,1771027604983,6,8CE3F1BB0551FEF3804A9767E55F8980A7A40E7747828C144618FE895C49618F,7B3A6C6838B90C5663CB54E87B9535941A87D27B,Staking Facilities,8,246,16862,2,6081,8,0.0101,151153,663482,1687893,19778,5177641,0.0232420563,5135493.019999999743225296,911299.195695044322803529
9814808,2026-02-14T00:06:51.069508Z,1771027611069,6,1BD9FFAD8EDB7A33816669758CB3A543B142B346C55035DA391E1C4FBD28DCAD,9F6E7F3058CCEFD736FA8D6F1C2FE73726230678,Nansen | Stake to Stack Points,9,241,147606,147,6085,32,0.0844,63349,2059419,2466161,165588,5180963,0.0232420563,5225473.679999999738726268,927266.36822682769710848
9814809,2026-02-14T00:06:57.146907Z,1771027617146,6,5E0A832C7617E611852BE2CBBF7AF6715A8590AC3ADB39F563FA9059288D496E,353E4A5F4C673859C6B07F764F2130247B05CA12,VALIDEXIS,4,247,1006,3,6077,4,0.0013,50593,255177,648089,2634,5173823,0.0232420563,5132428.559999999743378522,910755.403712003201753486
9814810,2026-02-14T00:07:03.227877Z,1771027623227,6,3D1E1A701AB482E237B383C69C9C7FEC0CC2392ADB45067E9BFC4FED6C91834C,FA2888809D74B32C9474BFE48A76801D64A69CA6,STAKEME,7,240,171550,212,6080,32,0.0998,58699,2209755,2674173,195798,5176863,0.0232420563,5122906.879999999743854606,909065.770546916047253262
9814811,2026-02-14T00:07:09.324438Z,1771027629324,6,5ECF1075634A60D46422093B8ADE21DE3124EAD221E6AE802CD45715AC18C140,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,7,247,156228,127,6096,32,0.0874,58016,2009726,2503694,171590,5190136,0.0232420563,5143858.299999999742807038,912783.624338229167473547
9814812,2026-02-14T00:07:15.412116Z,1771027635412,6,806817E7756180AD78F009C4D969116CF51E7709B7385490B4543B33AFCEA33A,BB511598F58BB31A5E62A18DE17605392EB1F103,Everstake,7,247,10709,10,6087,8,0.0071,106274,537685,1198101,14029,5182574,0.0232420563,5135778.199999999743211048,911349.801216971078871819
9814813,2026-02-14T00:07:21.489267Z,1771027641489,6,33B489C50F3E40FC90FE7C8EE356120D21E3FDB6BAF0097CE1511F07207E603A,38FBC528B8821A2E1D9242A4E2E26F1D4523C76E,ContributionDAO,7,244,189505,276,6077,32,0.1123,35146,2474224,2785637,220337,5173612,0.0232420563,5174288.279999999741285544,918183.459600592406912239
9814814,2026-02-14T00:07:27.553276Z,1771027647553,6,D966130FCD5D7D60917A4CE5E97317F552BD5B373E0D69EA6EDE904CEF7FDC36,64A69907D6AE18450250C7820F7C6776C2C06FC6, kjnodes.com 🦄,3,242,9661,7,6064,8,0.0058,1216,245611,303713,11287,5162423,0.0232420563,5093617.619999999745319071,903868.357372259832087747
9814815,2026-02-14T00:07:33.63578Z,1771027653635,6,18D4254605170E506E3009D08332762010E7D1FA1889F4DE58DB77DEDA89DCC4,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,7,249,97426,33,6082,16,0.0526,104418,1323479,2104213,103148,5178169,0.0232420563,5075797.299999999746210088,900706.120909317796534841
9814816,2026-02-14T00:07:39.71231Z,1771027659712,6,5C1BDEDD13E3771E92E3DB986B5B11FF8398EE5C1B0B3EFAA7CF4E2CE4EF9E67,9719FBE87CF5FCA701179A5A052B9B031DB5CB42,bitwise,7,244,155451,136,6076,32,0.0875,33314,1999435,2277610,171676,5173084,0.0232420563,5171951.959999999741402357,917768.876905494858916304
9814817,2026-02-14T00:07:45.784432Z,1771027665784,6,148E4597CDE51D4D0F3016560EE8A02E92089211ED3CAF867D65339CE2A133CD,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,3,239,76791,176,6072,16,0.0489,4594,1088452,1147835,96048,5169331,0.0232420563,5098592.099999999745070347,904751.084620714175052249
9814818,2026-02-14T00:07:51.864743Z,1771027671864,6,D8F442EFB5324BD1FB867DACCE34F8D0E471C598974FCF492E823B737EAAC90F,A5466F26A7ACC48107E3AB82D29F983640C1B328,Hex Trust,8,246,144149,146,6080,32,0.0824,33230,1960677,2306753,161686,5176302,0.0232420563,5077278.079999999746136041,900968.887038635076325894
9814819,2026-02-14T00:07:57.95155Z,1771027677951,6,6B0C333BC4BC8FDE97E44632275F5114B89BC8F29A4641D8724AE01178216734,16FDAFCC4EF8CD4820742D476E4031E47F0CDAE7,bitszn,3,245,429,2,6086,4,0.0008,25558,176930,389161,1606,5181833,0.0232420563,5110761.739999999744461864,906910.601360530177994184
